country_iso3_code,year,design,incumbent_period,model_period,incumbent_partner_diversification,incumbent_partner_entropy,portfolio_reallocation,incumbent_retention_rate,continuing_export_share
LCA,2016,sensitivity_2012_2022,2012-2017,2012-2022,0.8285408376639634,2.33278446145301,0.3588090497349315,0.5816326530612245,1.0
LCA,2017,sensitivity_2012_2022,2012-2017,2012-2022,0.8705818338914403,2.6657198102212702,0.3108949496803588,0.673469387755102,1.0
LCA,2018,sensitivity_2012_2022,2012-2017,2012-2022,0.9076575923936043,2.6928492532024086,0.2745870141769674,0.5510204081632653,0.7792781768875058
LCA,2019,sensitivity_2012_2022,2012-2017,2012-2022,0.8940726908257471,2.6349315593720863,0.3444805927322621,0.5408163265306123,0.991017486953619
LCA,2020,sensitivity_2012_2022,2012-2017,2012-2022,0.9058223231745748,2.6721219372372382,0.38205014838562357,0.5306122448979592,0.9865647186376856
LCA,2021,sensitivity_2012_2022,2012-2017,2012-2022,0.9040537369272097,2.583564251554852,0.3983896254803499,0.3979591836734694,0.9931466741712097
LCA,2022,sensitivity_2012_2022,2012-2017,2012-2022,0.9101215673088682,2.68865688536332,0.40408008264626627,0.336734693877551,0.9980309955229415
LKA,2012,sensitivity_2012_2022,2012-2017,2012-2022,0.9530404301519949,3.625102065273505,0.07738310647783753,0.9447236180904522,1.0
LKA,2013,sensitivity_2012_2022,2012-2017,2012-2022,0.9503351490002806,3.6346227301738336,0.0659885179505961,0.9246231155778895,1.0
LKA,2014,sensitivity_2012_2022,2012-2017,2012-2022,0.9568128388000205,3.7046821541587307,0.047725495207740665,0.9195979899497487,1.0
LKA,2015,sensitivity_2012_2022,2012-2017,2012-2022,0.955061982208879,3.6916089685611118,0.0502281514059868,0.9195979899497487,1.0
LKA,2016,sensitivity_2012_2022,2012-2017,2012-2022,0.9556921864835182,3.7034107796275557,0.04870546210483391,0.9447236180904522,1.0
LKA,2017,sensitivity_2012_2022,2012-2017,2012-2022,0.9597865209578046,3.750595189418755,0.07082881994440085,0.9396984924623115,1.0
