outcome_key,regime,excluded_country,estimate,p_cluster
gvc,R1,TUR,0.25782163902352523,0.2874082543710902
gvc,R1,TUV,0.25593228628504,0.2909139383680604
gvc,R1,TZA,0.25593228628504,0.2909139383680604
gvc,R1,UGA,0.25593228628504,0.2909139383680604
gvc,R1,UKR,0.2622585758763529,0.2795444600789513
gvc,R1,URY,0.25593228628504,0.2909139383680604
gvc,R1,UZB,0.25593228628504,0.2909139383680604
gvc,R1,VCT,0.25593228628504,0.2909139383680604
gvc,R1,VEN,0.25593228628504,0.2909139383680604
gvc,R1,VNM,0.2541620533763702,0.2951051534450823
gvc,R1,VUT,0.25593228628504,0.2909139383680604
gvc,R1,WSM,0.25593228628504,0.2909139383680604
gvc,R1,YEM,0.25593228628504,0.2909139383680604
